/Users/foysalmac/Desktop/data/IMG/center_2023_01_09_18_27_27_213.jpg, /Users/foysalmac/Desktop/data/IMG/left_2023_01_09_18_27_27_213.jpg, /Users/foysalmac/Desktop/data/IMG/right_2023_01_09_18_27_27_213.jpg, 0, 0, 0, 7.808853E-05
/Users/foysalmac/Desktop/data/IMG/center_2023_01_09_18_27_27_320.jpg, /Users/foysalmac/Desktop/data/IMG/left_2023_01_09_18_27_27_320.jpg, /Users/foysalmac/Desktop/data/IMG/right_2023_01_09_18_27_27_320.jpg, 0, 0, 0, 7.811411E-05
/Users/foysalmac/Desktop/data/IMG/center_2023_01_09_18_27_27_433.jpg, /Users/foysalmac/Desktop/data/IMG/left_2023_01_09_18_27_27_433.jpg, /Users/foysalmac/Desktop/data/IMG/right_2023_01_09_18_27_27_433.jpg, 0, 0, 0, 7.985377E-05
/Users/foysalmac/Desktop/data/IMG/center_2023_01_09_18_27_27_546.jpg, /Users/foysalmac/Desktop/data/IMG/left_2023_01_09_18_27_27_546.jpg, /Users/foysalmac/Desktop/data/IMG/right_2023_01_09_18_27_27_546.jpg, 0, 0, 0, 7.862601E-05
/Users/foysalmac/Desktop/data/IMG/center_2023_01_09_18_27_27_659.jpg, /Users/foysalmac/Desktop/data/IMG/left_2023_01_09_18_27_27_659.jpg, /Users/foysalmac/Desktop/data/IMG/right_2023_01_09_18_27_27_659.jpg, 0, 0, 0, 7.785331E-05
/Users/foysalmac/Desktop/data/IMG/center_2023_01_09_18_27_27_771.jpg, /Users/foysalmac/Desktop/data/IMG/left_2023_01_09_18_27_27_771.jpg, /Users/foysalmac/Desktop/data/IMG/right_2023_01_09_18_27_27_771.jpg, 0, 0, 0, 7.80331E-05
/Users/foysalmac/Desktop/data/IMG/center_2023_01_09_18_27_27_883.jpg, /Users/foysalmac/Desktop/data/IMG/left_2023_01_09_18_27_27_883.jpg, /Users/foysalmac/Desktop/data/IMG/right_2023_01_09_18_27_27_883.jpg, 0, 0, 0, 7.827833E-05
/Users/foysalmac/Desktop/data/IMG/center_2023_01_09_18_27_27_997.jpg, /Users/foysalmac/Desktop/data/IMG/left_2023_01_09_18_27_27_997.jpg, /Users/foysalmac/Desktop/data/IMG/right_2023_01_09_18_27_27_997.jpg, 0, 0, 0, 7.766445E-05
/Users/foysalmac/Desktop/data/IMG/center_2023_01_09_18_27_28_110.jpg, /Users/foysalmac/Desktop/data/IMG/left_2023_01_09_18_27_28_110.jpg, /Users/foysalmac/Desktop/data/IMG/right_2023_01_09_18_27_28_110.jpg, 0, 0, 0, 7.815821E-05
/Users/foysalmac/Desktop/data/IMG/center_2023_01_09_18_27_28_225.jpg, /Users/foysalmac/Desktop/data/IMG/left_2023_01_09_18_27_28_225.jpg, /Users/foysalmac/Desktop/data/IMG/right_2023_01_09_18_27_28_225.jpg, 0, 0, 0, 7.792142E-05
